index,start_time,end_time,original_telugu,transliteration,Actors
3502,"02:08:11,345","02:08:11,695",మేమిద్దరమని,memidhdharamani,
3503,"02:08:12,025","02:08:13,655",అదే పనిగా అందరికీ ప్రచారం చేస్తున్నారండి.,adhe panigaa andharikee prachaaram chesthunnaarandi.,
3504,"02:08:14,426","02:08:17,356","ఈ మాట ఆ నోటా, ఈ నోటా పాకి ఆ Major చెవిలో పడిందే అనుకోండి,","ee maata aa notaa, ee notaa paaki aa Major chevilo padindhe anukondi,",
3505,"02:08:17,645","02:08:18,576",మొదటకే మోసం వచ్చేస్తుంది.,modhatake mosam vachhesthundhi.,
3506,"02:08:19,065","02:08:19,416",అవునయ్యా.,avunayyaa.,
3507,"02:08:20,265","02:08:21,316",నాకు గుండె తడ వచ్చేస్తోంది.,naaku gunde thada vachhesthondhi.,
3508,"02:08:22,046","02:08:22,936",పోనీ ఇద్దర్నీ చంపేద్దామంటే,ponee idhdharnee champedhdhaamante,
3509,"02:08:23,666","02:08:25,456",అందరికీ లేనిపోని doubts వస్తాయని ఆలోచిస్తున్నా.,andharikee leniponi doubts vasthaayani aalochisthunnaa.,
3510,"02:08:25,765","02:08:26,636",వీళ్ళ నోళ్ళు మూయించాలంటే,veella nollu mooyinchaalante,
3511,"02:08:27,305","02:08:28,546",మేమిద్దరం ఉన్నామని మీరే ఒప్పేసుకోండి.,memidhdharam unnaamani meere oppesukondi.,
3512,"02:08:28,966","02:08:29,836","ఆ, నేను ఒప్పుకోను.","aa, nenu oppukonu.",
3513,"02:08:30,206","02:08:31,056",వాడు అసలోడిని తెమ్మంటే,vaadu asalodini themmante,
3514,"02:08:31,215","02:08:32,256",ఎక్కడి నుంచి తేను? తేలక్కర్లేదు,yekkadi nunchi thenu? thelakkarledhu,
3515,"02:08:32,485","02:08:33,036",బాబా గారు.,baabaa gaaru.,
3516,"02:08:33,386","02:08:34,776",మేమిద్దరం కవల పిల్లలమని చెప్పండి.,memidhdharam kavala pillalamani cheppandi.,
3517,"02:08:35,086","02:08:37,876",చిన్నప్పుడే మా బామ్మ hospital లో మా ఇద్దర్నీ వేరు చేసిందని చెప్పండి.,chinnappude maa baamma hospital lo maa idhdharnee veru chesindhani cheppandi.,
3518,"02:08:38,145","02:08:39,236",అప్పుడు ఇద్దరం Major పిల్లలమైపోతాంగా.,appudu idhdharam Major pillalamaipothaangaa.,
3519,"02:08:39,865","02:08:40,216",ఆలోచించండి.,aalochinchandi.,
3520,"02:08:40,506","02:08:42,615","Fantastic story. అప్పుడిక్కడ నువ్వుంటే ఏంటి,","Fantastic story. appudikkada nuvvunte yenti,",
3521,"02:08:42,666","02:08:43,845",వాడుంటే ఏంటి? బాబా గారు,vaadunte yenti? baabaa gaaru,
3522,"02:08:44,930","02:08:45,350",బాబా గారు,baabaa gaaru,
3523,"02:08:46,329","02:08:46,680",ఓహో,oho,
3524,"02:08:47,430","02:08:48,480",ఇతగాడు కూడా ఇక్కడే ఉన్నాడా,ithagaadu koodaa ikkade unnaadaa,
3525,"02:08:49,210","02:08:49,609",మంచిదే,manchidhe,
3526,"02:08:50,270","02:08:50,750",బాబా గారు,baabaa gaaru,
3527,"02:08:51,229","02:08:53,140",నేను వీళ్ళు ఇద్దరూ అని చెప్తే మీరు నమ్మలేదు కదు,nenu veellu idhdharoo ani chepthe meeru nammaledhu kadhu,
3528,"02:08:53,310","02:08:54,210",కానీ వీళ్ళు- వీళ్ళిద్దరే,kaanee veellu- veellidhdhare,
3529,"02:08:54,909","02:08:55,329",ఇద్దరే,idhdhare,
3530,"02:08:56,329","02:08:57,220",అంటే మీకు తెలిసిపోయిందా,ante meeku thelisipoyindhaa,
3531,"02:08:57,810","02:08:58,560",మీకు తెలియాల్సింది,meeku theliyaalsindhi,
3532,"02:08:58,890","02:08:59,240",ఇంకొకటుంది.వీళ్ళిద్దరూ,inkokatundhi.veellidhdharoo,
3533,"02:09:00,470","02:09:01,350",కవల పిల్లలు ఆహ్,kavala pillalu aah,
3534,"02:09:01,909","02:09:03,980",చిన్నప్పుడే వీడి బామ్మ హాస్పిటల్ లో వీళ్ళని వేరు చేసింది.,chinnappude veedi baamma haaspital lo veellani veru chesindhi.,
3535,"02:09:04,289","02:09:06,039",మరి హాస్పిటల్ బాబా గారు- ఏదో ఒక హాస్పిటల్ ఏ వయ్యా,mari haaspital baabaa gaaru- yedho oka haaspital ye vayyaa,
3536,"02:09:07,159","02:09:07,750",సో వీళ్ళ,so veella,
3537,"02:09:07,810","02:09:09,420",mother same వీళ్ళ father same,mother same veella father same,
3538,"02:09:09,590","02:09:10,520",ఇద్దరూ మేజర్ కొడుకులే,idhdharoo mejar kodukule,
3539,"02:09:11,050","02:09:12,109",అప్పుడిక్కడ ఎవరుంటే ఏంటి,appudikkada yevarunte yenti,
3540,"02:09:12,770","02:09:13,560",బట్టు ఈ-,battu ee-,
3541,"02:09:13,750","02:09:14,170",పదా,padhaa,
3542,"02:09:14,689","02:09:15,069",పదా,padhaa,
3543,"02:09:17,739","02:09:18,869",వీడు వాడు,veedu vaadu,
3544,"02:09:19,250","02:09:19,980",యావయ్యా ఆహ్,yaavayyaa aah,
3545,"02:09:20,310","02:09:20,850",నాకు ఒక doubt,naaku oka doubt,
3546,"02:09:21,329","02:09:23,660",అసలు ఈ బాబా గాడు original ఏ అంటావా? ఏయ్ పంతులు,asalu ee baabaa gaadu original ye antaavaa? yey panthulu,
3547,"02:09:23,810","02:09:25,220",కొత్త tension లు పెట్టొద్దు పదా,koththa tension lu pettodhdhu padhaa,
3548,"02:09:25,390","02:09:25,579",పదా,padhaa,
3549,"02:09:36,839","02:09:37,510",ఆ fifty,aa fifty,
3550,"02:09:37,590","02:09:38,940",percent money మా account లోకి వచ్చేసింది.,percent money maa account loki vachhesindhi.,
3551,"02:09:39,210","02:09:40,890",మళ్ళీ మీ good time start అయిపోయింది బాబా గారు,mallee mee good time start ayipoyindhi baabaa gaaru,
3552,"02:09:41,329","02:09:41,740",నర్సి ఏయ్,narsi yey,
3553,"02:09:42,069","02:09:44,120",మళ్ళీ ఏదో కొత్త tension వచ్చినట్టుంది నర్సి ఏయ్,mallee yedho koththa tension vachhinattundhi narsi yey,
3554,"02:09:44,260","02:09:47,140",ఏయ్ ఆ పనులకే సాయి బాహర్ జావ ముందు నర్సి ని పిలువు పిలువు,yey aa panulake saayi baahar jaava mundhu narsi ni piluvu piluvu,
3555,"02:09:47,819","02:09:48,250",ఏయ్ ఏయ్,yey yey,
3556,"02:09:48,300","02:09:49,900",ఏంటి ఈ news నర్సి ఎలా ఉన్నావ్,yenti ee news narsi yelaa unnaav,
3557,"02:09:50,170","02:09:51,700",ఎవరమ్మాయ్ నువ్వు నన్ను మర్చిపోయావా,yevarammaay nuvvu nannu marchipoyaavaa,
3558,"02:09:52,369","02:09:52,920",నేను నందుని.వీళ్ళు,nenu nandhuni.veellu,
3559,"02:09:53,640","02:09:55,640",నీకేదైనా మందు పెట్టారా ఏమిటా అప్రస్తుత మాటలు,neekedhainaa mandhu pettaaraa yemitaa aprasthutha maatalu,
3560,"02:09:55,930","02:09:57,399",మందు పూసుకోవడం మా ఇంటా వంటా లేదు తెలుసా,mandhu poosukovadam maa intaa vantaa ledhu thelusaa,
3561,"02:09:57,810","02:09:58,500",ఇప్పుడు ఇరుక్కుంటాడు,ippudu irukkuntaadu,
3562,"02:09:58,670","02:09:59,300",వీడు ఎలా,veedu yelaa,
3563,"02:10:00,609","02:10:02,060",చెప్తే ఏం పీకుతున్నావ్ కాబట్టి,chepthe yem peekuthunnaav kaabatti,
3564,"02:10:02,369","02:10:02,649",చూడు,choodu,
3565,"02:10:03,529","02:10:05,160",ఏయ్ ఎవరు నువ్వు నేను ఎవరైతే నీకేంటి,yey yevaru nuvvu nenu yevaraithe neekenti,
3566,"02:10:05,529","02:10:06,329",అసలు నువ్వెవరు ఆహ్,asalu nuvvevaru aah,
3567,"02:10:07,470","02:10:08,280",నువ్వెందుకు ఇక్కడున్నావ్,nuvvendhuku ikkadunnaav,
3568,"02:10:08,850","02:10:09,840",ఏంటి నర్సి ఇదంతా,yenti narsi idhanthaa,
3569,"02:10:13,399","02:10:13,880",చందు నా,chandhu naa,
3570,"02:10:13,930","02:10:15,380",boyfriend మీద చెయ్యేస్తాను కాలేస్తాను,boyfriend meedha cheyyesthaanu kaalesthaanu,
3571,"02:10:15,670","02:10:16,420",అడగడానికి నువ్వెవరు,adagadaaniki nuvvevaru,
3572,"02:10:16,770","02:10:17,120",boyfriend,boyfriend,
3573,"02:10:17,470","02:10:17,820",ఆ,aa,
3574,"02:10:18,189","02:10:19,300",ఇతను నా కాబోయే husband,ithanu naa kaaboye husband,
3575,"02:10:19,470","02:10:20,160",ఏ చంపుతా,ye champuthaa,
3576,"02:10:20,829","02:10:22,960",నా boyfriend ని పట్టుకొని నీ husband అంటావా ఏయ్,naa boyfriend ni pattukoni nee husband antaavaa yey,
3577,"02:10:23,229","02:10:24,020",ఏంటే ఎక్కువ మాట్లాడుతున్నావ్,yente yekkuva maatlaaduthunnaav,
3578,"02:10:24,630","02:10:25,400",పళ్ళు రాలిపోతాయి,pallu raalipothaayi,
3579,"02:10:25,710","02:10:27,680",నోరు మూయ్ ఛీ నోరు మూయ్ ఏంటే వాగుతున్నావ్,noru mooy chee noru mooy yente vaaguthunnaav,
3580,"02:10:27,869","02:10:28,859",నువ్వేంటే వాగుతున్నావ్ చూప్,nuvvente vaaguthunnaav choop,
3581,"02:10:30,390","02:10:31,510",ఇక్కడ scene create చేయొద్దు,ikkada scene create cheyodhdhu,
3582,"02:10:32,029","02:10:32,620",నిజం తెలుసుకోకుండా,nijam thelusukokundaa,
3583,"02:10:32,850","02:10:33,200",కొట్టుకోవద్దు,kottukovadhdhu,
3584,"02:10:33,909","02:10:34,470",ఏంటా నిజం,yentaa nijam,
3585,"02:10:36,889","02:10:37,599",రేయ్ ఇటు,rey itu,
3586,"02:10:37,649","02:10:37,770",రా,raa,
3587,"02:10:38,270","02:10:39,850",నన్నా sir నిన్నే రా రా రా,nannaa sir ninne raa raa raa,
3588,"02:10:40,369","02:10:40,590",రా,raa,
3589,"02:10:42,010","02:10:45,079",ఏంటి sir ఇందాకటి నుంచి నాకు చెప్తున్నావే సోది ఆ సోది ఏదో వీళ్ళకి,yenti sir indhaakati nunchi naaku chepthunnaave sodhi aa sodhi yedho veellaki,
3590,"02:10:45,130","02:10:45,480",చెప్పు,cheppu,
3591,"02:10:47,670","02:10:49,550",ఆ అమ్మాయి కళ్ళలోకి చూసి నేను మాట్లాడలేను sir ఆహ్,aa ammaayi kallaloki choosi nenu maatlaadalenu sir aah,
3592,"02:10:50,250","02:10:51,120",ఆ అమ్మాయిని నేను ప్రేమించాను,aa ammaayini nenu preminchaanu,
3593,"02:10:51,289","02:10:51,439",sir,sir,
3594,"02:10:52,789","02:10:53,210",ఆ అవును sir,aa avunu sir,
3595,"02:10:53,850","02:10:55,599",ఆ కథ చెప్తాను వింటారా నిన్ను చంపేస్తాను,aa katha chepthaanu vintaaraa ninnu champesthaanu,
3596,"02:10:56,149","02:10:56,800",ఇప్పుడే చెప్పేస్తాను.నీ,ippude cheppesthaanu.nee,
3597,"02:10:57,409","02:10:58,140",ప్రేమకథ రాకొద్దు,premakatha raakodhdhu,
3598,"02:10:58,689","02:10:59,729",ఆ కవల పిల్లల కథ చెప్పు ఆ,aa kavala pillala katha cheppu aa,
3599,"02:11:00,350","02:11:00,700",చెప్పు,cheppu,
3600,"02:11:02,109","02:11:02,430",చందు,chandhu,
3601,"02:11:02,930","02:11:03,640",అసలు ఏం జరిగిందంటే.అది,asalu yem jarigindhante.adhi,
3602,"02:11:29,409","02:11:30,000",చందు జరిగింది,chandhu jarigindhi,
3603,"02:11:30,439","02:11:32,120",అతను కూడా దొరికాక వాళ్ళిద్దరినీ కలిపి పంపించేస్తాడు,athanu koodaa dhorikaaka vaallidhdharinee kalipi pampinchesthaadu,
3604,"02:11:32,550","02:11:33,020",మీరు వెళ్ళండి,meeru vellandi,
3605,"02:11:33,270","02:11:33,620",stop,stop,
3606,"02:11:34,310","02:11:34,660",stop,stop,
3607,"02:11:35,090","02:11:35,440",ఎక్కడికి,yekkadiki,
3608,"02:11:36,109","02:11:36,670",ఎక్కడికి వెళ్తారు,yekkadiki velthaaru,
3609,"02:11:37,369","02:11:37,960",కథ తెలుసుకున్నాకా,katha thelusukunnaakaa,
3610,"02:11:38,729","02:11:40,039",ఎక్కడికి వెళ్ళడానికి వీల్లేదు అంటే,yekkadiki velladaaniki veelledhu ante,
3611,"02:11:40,270","02:11:41,320",కథ తెలిసిన వాళ్ళు ఇక్కడ ఇరుక్కుపోవాల్సిందేనా,katha thelisina vaallu ikkada irukkupovaalsindhenaa,
3612,"02:11:41,770","02:11:42,380",sir అంతే,sir anthe,
3613,"02:11:42,750","02:11:43,100",ఆ,aa,
3614,"02:11:43,789","02:11:44,740",evening party ఉంది,evening party undhi,
3615,"02:11:45,050","02:11:45,980",enjoy చేయండి,enjoy cheyandi,
3616,"02:12:08,779","02:12:09,470",వీళ్ళందరి దృష్టిలో,veellandhari dhrushtilo,
3617,"02:12:09,529","02:12:10,970",ఒకడు నా దృష్టిలో ఇద్దరు,okadu naa dhrushtilo idhdharu,
3618,"02:15:31,989","02:15:32,680",హే! hot,he! hot,
3619,"02:15:32,840","02:15:33,910",hot నను మోంపుల్లో,hot nanu mompullo,
3620,"02:15:34,699","02:15:35,890",cute cute మెలికుంది.,cute cute melikundhi.,
3621,"02:15:36,979","02:15:37,329",రాత్రిళ్ళ,raathrilla,
3622,"02:15:37,859","02:15:38,630",rainbow లాగా,rainbow laagaa,
3623,"02:15:39,220","02:15:39,570",కొచ్చుకున్నది.,kochhukunnadhi.,
3624,"02:15:40,680","02:15:41,030",హే!,he!,
3625,"02:15:41,600","02:15:42,789",మస్తు మస్తు మగమేషంలో,masthu masthu magameshamlo,
3626,"02:15:43,939","02:15:44,289",ultimate,ultimate,
3627,"02:15:44,699","02:15:45,450",power ఉంది.,power undhi.,
3628,"02:15:46,180","02:15:47,930",రంగు పూల runway లోకి,rangu poola runway loki,
3629,"02:15:48,420","02:15:48,770",లాగుతున్నది.,laaguthunnadhi.,
3630,"02:15:50,420","02:15:50,770",Baby,Baby,
3631,"02:15:51,279","02:15:53,010",నీ పంచదార lips Baby,nee panchadhaara lips Baby,
3632,"02:15:53,579","02:15:55,310",నీ thin మారా hips Baby,nee thin maaraa hips Baby,
3633,"02:15:55,859","02:15:56,470",నీ చుడిదార్,nee chudidhaar,
3634,"02:15:56,680","02:15:57,439",hooks ఆ,hooks aa,
3635,"02:15:57,850","02:15:58,130",ఆ ఆ ఆ,aa aa aa,
